seed,type,N,T,ρ_estimate,ρ_start,ρ_lower,ρ_upper,σₐ²_estimate,σₐ²_start,σₐ²_lower,σₐ²_upper,σᵤ²_estimate,σᵤ²_start,σᵤ²_lower,σᵤ²_upper,iterations,LL,V_norm_finalstep,V_norm_true,V,b₀₁,b₀₂,b₀₃,b₀₄,β₁,β₂,runtime,notes,
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,50.0,0.0,Inf,5.2864443,3.0,0.0,Inf,11,-298.4571,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 11:09:46,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 11:09:46,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,50.0,0.0,Inf,7.5334098,25.0,0.0,Inf,17,-316.3922,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 11:19:16,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 11:19:16,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,25.0,0.0,Inf,5.8894019,6.0,0.0,Inf,8,-302.9848,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 11:23:20,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 11:23:20,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,50.0,0.0,Inf,11.8735832,6.0,0.0,Inf,6,-349.8593,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 11:24:51,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 11:24:51,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,50.0,0.0,Inf,9.060127,10.0,0.0,Inf,6,-328.796,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 11:26:48,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 11:26:48,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,100.0,0.0,Inf,10.3924377,3.0,0.0,Inf,28,-339.0977,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 11:39:06,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 11:39:06,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,100.0,0.0,Inf,8.2785122,10.0,0.0,Inf,29,-322.5075,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 11:49:58,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 11:49:58,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,25.0,0.0,Inf,2.4153376,25.0,0.0,Inf,5,-302.3769,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 11:51:47,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 11:51:47,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,25.0,0.0,Inf,10.9304216,10.0,0.0,Inf,8,-343.0919,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 11:53:39,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 11:53:39,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,25.0,0.0,Inf,33.5190953,50.0,0.0,Inf,4,-450.7119,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 11:55:11,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 11:55:11,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,50.0,0.0,Inf,9.2047365,50.0,0.0,Inf,6,-329.9411,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 11:57:02,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 11:57:02,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,50.0,0.0,Inf,73.818379,100.0,0.0,Inf,4,-538.3586,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 11:58:25,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 11:58:25,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,25.0,0.0,Inf,74.2491115,1.0,0.0,Inf,5,-539.0226,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 11:59:58,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 11:59:58,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,25.0,0.0,Inf,6.9754108,3.0,0.0,Inf,6,-311.7815,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:01:57,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:01:57,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,6.0,0.0,Inf,9.0568996,3.0,0.0,Inf,4,-328.7703,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:03:19,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:03:20,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,1.0,0.0,Inf,5.0788737,1.0,0.0,Inf,4,-297.0169,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:04:27,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:04:27,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,3.0,0.0,Inf,4.6425451,3.0,0.0,Inf,4,-294.2959,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:05:47,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:05:47,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,10.0,0.0,Inf,3.5122905,10.0,0.0,Inf,4,-291.0007,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:07:03,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:07:03,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,10.0,0.0,Inf,19.2454631,25.0,0.0,Inf,5,-393.7663,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:08:30,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:08:30,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,0.1,0.0,Inf,4.3102115,0.1,0.0,Inf,4,-292.615,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:09:31,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:09:31,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,6.0,0.0,Inf,7.0350954,10.0,0.0,Inf,4,-312.2742,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:10:48,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:10:48,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,10.0,0.0,Inf,1.9054252,6.0,0.0,Inf,4,-322.1682,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:12:03,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:12:03,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,6.0,0.0,Inf,4.1300457,6.0,0.0,Inf,4,-291.8984,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:13:27,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:13:27,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,10.0,0.0,Inf,5.9446021,3.0,0.0,Inf,5,-303.4177,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:16:21,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:16:21,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,10.0,0.0,Inf,30.2512113,1.0,0.0,Inf,6,-439.8058,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:17:49,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:17:49,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,3.0,0.0,Inf,8.1683211,1.0,0.0,Inf,5,-321.6091,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:19:12,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:19:12,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,6.0,0.0,Inf,32.8502942,1.0,0.0,Inf,5,-448.5578,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:20:31,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:20:31,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,3.0,0.0,Inf,48.742679,50.0,0.0,Inf,4,-491.5871,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:21:39,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:21:39,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,10.0,0.0,Inf,95.7721574,100.0,0.0,Inf,4,-568.2501,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:22:44,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:22:44,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,1.0,0.0,Inf,41.9269266,0.1,0.0,Inf,5,-474.9642,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:23:54,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:23:54,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,3.0,0.0,Inf,420.9614739,0.1,0.0,Inf,5,-742.406,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:25:14,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:25:14,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,6.0,0.0,Inf,4218.1376393,0.1,0.0,Inf,5,-1018.0278,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:26:30,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:26:30,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,1.0,0.0,Inf,4300.4560087,0.01,0.0,Inf,5,-1020.3451,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:27:50,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:27:50,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,10.0,0.0,Inf,4216.9757383,0.1,0.0,Inf,5,-1017.9947,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:29:11,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:29:11,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,3.0,0.0,Inf,43007.42205,0.01,0.0,Inf,5,-1296.5721,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:30:32,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:30:32,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,6.0,0.0,Inf,43006.4929838,0.01,0.0,Inf,5,-1296.5695,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:32:01,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:32:01,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,10.0,0.0,Inf,43005.6841999,0.01,0.0,Inf,5,-1296.5673,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:33:27,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:33:27,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,25.0,0.0,Inf,430088.0495428,0.01,0.0,Inf,6,-1572.8771,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:35:25,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:35:25,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,50.0,0.0,Inf,4.3009121452818e6,0.01,0.0,Inf,5,-1849.1873,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:37:04,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:37:04,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,1.0,0.0,Inf,3.2430999,3.0,0.0,Inf,4,-291.723,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:38:20,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:38:20,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,0.1,0.0,Inf,3.0107828,3.0,0.0,Inf,3,-293.1642,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:39:05,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:39:05,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,3.0,0.0,Inf,5.2792179,6.0,0.0,Inf,4,-298.4057,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:40:31,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:40:31,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,1.0,0.0,Inf,5.8061987,6.0,0.0,Inf,4,-302.3369,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:41:56,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:41:56,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,3.0,0.0,Inf,8.8543881,10.0,0.0,Inf,4,-327.1564,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:43:16,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:43:16,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,25.0,0.0,Inf,88.8456205,100.0,0.0,Inf,5,-559.596,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:44:47,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:44:47,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,0.1,0.0,Inf,5.9827334,6.0,0.0,Inf,3,-303.7181,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:45:41,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
